1	21003	21603
1	23626	24226
1	29243	29843
1	31893	32493
1	78031	78631
1	78749	79349
1	100766	101366
1	101783	102383
1	105982	106582
1	114318	114918
1	116053	116653
1	129806	130406
1	136708	137308
1	168600	169200
1	170332	170932
1	230350	230950
1	245106	245706
1	245825	246425
1	247774	248374
1	248212	248812
1	324638	325238
1	329147	329747
1	341781	342381
1	354693	355293
1	356090	356690
1	356880	357480
1	358208	358808
1	364066	364666
1	373297	373897
1	373413	374013
1	379023	379623
1	383252	383852
1	390720	391320
1	392149	392749
1	392597	393197
1	395584	396184
1	396944	397544
1	416969	417569
1	424167	424767
1	440762	441362
1	441631	442231
1	448842	449442
1	449885	450485
1	541802	542402
1	547945	548545
1	589485	590085
1	590144	590744
1	591308	591908
1	599127	599727
1	606727	607327
1	613061	613661
1	614185	614785
1	615484	616084
1	633051	633651
1	647261	647861
1	652994	653594
1	682260	682860
1	689172	689772
1	749498	750098
1	792920	793520
1	805116	805716
1	811211	811811
1	813513	814113
1	869664	870264
1	894795	895395
1	932019	932619
1	934503	935103
1	984351	984951
1	994620	995220
1	997317	997917
1	1011771	1012371
1	1012700	1013300
1	1013094	1013694
1	1026886	1027486
1	1050822	1051422
1	1076417	1077017
1	1092578	1093178
1	1167324	1167924
1	1167745	1168345
1	1208866	1209466
1	1243366	1243966
1	1250736	1251336
1	1257656	1258256
1	1285679	1286279
1	1291014	1291614
1	1303122	1303722
1	1307246	1307846
1	1309537	1310137
1	1310855	1311455
1	1355498	1356098
1	1406983	1407583
1	1475652	1476252
1	1509762	1510362
1	1551326	1551926
1	1560302	1560902
1	1590218	1590818
1	1591340	1591940
1	1598222	1598822
1	1623450	1624050
1	1624075	1624675
1	1643315	1643915
1	1645402	1646002
1	1645884	1646484
1	1678814	1679414
1	1709619	1710219
1	1776774	1777374
1	1786623	1787223
1	1821664	1822264
1	1821875	1822475
1	1822339	1822939
1	1850596	1851196
1	1891274	1891874
1	1900462	1901062
1	1912851	1913451
1	1976068	1976668
1	2026990	2027590
1	2064658	2065258
1	2100767	2101367
1	2126156	2126756
1	2212096	2212696
1	2246183	2246783
1	2262917	2263517
1	2274197	2274797
1	2313149	2313749
1	2322941	2323541
1	2332520	2333120
1	2343880	2344480
1	2361430	2362030
1	2366556	2367156
1	2367388	2367988
1	2381836	2382436
1	2415088	2415688
1	2477551	2478151
1	2478079	2478679
1	2516582	2517182
1	2517609	2518209
1	2566006	2566606
1	2580276	2580876
1	2590795	2591395
1	2591631	2592231
1	2597094	2597694
1	2598291	2598891
1	2598927	2599527
1	2600155	2600755
1	2608973	2609573
1	2614568	2615168
1	2615853	2616453
1	2616502	2617102
1	2714798	2715398
1	2726610	2727210
1	2775716	2776316
1	2789123	2789723
1	2806111	2806711
1	2837598	2838198
1	2876414	2877014
1	2891103	2891703
1	2893159	2893759
1	2893701	2894301
1	3027576	3028176
1	3063305	3063905
1	3067062	3067662
1	3203913	3204513
1	3216350	3216950
1	3267984	3268584
1	3295973	3296573
1	3371044	3371644
1	3407744	3408344
1	3447539	3448139
1	3492922	3493522
1	3493170	3493770
1	3512957	3513557
1	3541279	3541879
1	3541427	3542027
1	3556739	3557339
1	3560247	3560847
1	3566024	3566624
1	3642522	3643122
1	3688877	3689477
1	3712213	3712813
1	3738595	3739195
1	3773240	3773840
1	3784883	3785483
1	3808476	3809076
1	3816616	3817216
1	4124624	4125224
1	4181608	4182208
1	4182222	4182822
1	4200497	4201097
1	4207333	4207933
1	4210080	4210680
1	4217542	4218142
1	4218790	4219390
1	4222453	4223053
1	4300729	4301329
1	4304184	4304784
1	4385733	4386333
1	4432716	4433316
1	4568488	4569088
1	4582677	4583277
1	4643570	4644170
1	4678263	4678863
1	4678523	4679123
1	4796336	4796936
1	4894883	4895483
1	4989949	4990549
1	4990804	4991404
1	4992592	4993192
1	5084578	5085178
1	5135437	5136037
1	5178395	5178995
1	5234263	5234863
1	5255383	5255983
1	5285107	5285707
1	5306151	5306751
1	5516682	5517282
1	5569719	5570319
1	5770381	5770981
1	5771955	5772555
1	5804100	5804700
1	5832985	5833585
1	5855549	5856149
1	5871179	5871779
1	5982641	5983241
1	6012479	6013079
1	6051770	6052370
1	6052212	6052812
1	6118623	6119223
1	6131433	6132033
1	6187587	6188187
1	6240104	6240704
1	6295633	6296233
1	6309367	6309967
1	6320329	6320929
1	6320811	6321411
1	6430402	6431002
1	6659130	6659730
1	6662120	6662720
1	6662623	6663223
1	6673741	6674341
1	6674370	6674970
1	6674867	6675467
1	6799029	6799629
1	6909550	6910150
1	6943898	6944498
1	7022397	7022997
1	7022854	7023454
1	7077865	7078465
1	7080965	7081565
1	7149142	7149742
1	7163345	7163945
1	7198956	7199556
1	7382879	7383479
1	7397557	7398157
1	7400483	7401083
1	7727400	7728000
1	7764074	7764674
1	7764983	7765583
1	7790558	7791158
1	7831102	7831702
1	7889903	7890503
1	7973843	7974443
1	7984008	7984608
1	8012792	8013392
1	8013639	8014239
1	8013973	8014573
1	8021452	8022052
1	8085712	8086312
1	8085953	8086553
1	8148962	8149562
1	8160992	8161592
1	8248109	8248709
1	8293532	8294132
1	8303026	8303626
1	8332443	8333043
1	8381890	8382490
1	8517661	8518261
1	8544276	8544876
1	8582751	8583351
1	8585693	8586293
1	8605847	8606447
1	8664267	8664867
1	8683226	8683826
1	8728805	8729405
1	8831522	8832122
1	8848933	8849533
1	8877451	8878051
1	8908852	8909452
1	8938980	8939580
1	8952702	8953302
1	8987836	8988436
1	9007641	9008241
1	9015009	9015609
1	9029830	9030430
1	9065088	9065688
1	9120049	9120649
1	9120355	9120955
1	9183239	9183839
1	9261460	9262060
1	9310244	9310844
1	9416857	9417457
1	9488639	9489239
1	9609553	9610153
1	9648621	9649221
1	9870072	9870672
1	9883524	9884124
1	9883657	9884257
1	9927502	9928102
1	9992902	9993502
1	10010420	10011020
1	10066598	10067198
1	10092656	10093256
1	10115648	10116248
1	10223536	10224136
1	10227247	10227847
1	10247684	10248284
1	10270207	10270807
1	10286700	10287300
1	10432602	10433202
1	10458489	10459089
1	10458984	10459584
1	10490250	10490850
1	10490363	10490963
1	10532376	10532976
1	10534866	10535466
1	10641430	10642030
1	10698821	10699421
1	10701933	10702533
1	10711037	10711637
1	10788886	10789486
1	10884517	10885117
1	10948600	10949200
1	11020741	11021341
1	11072338	11072938
1	11088577	11089177
1	11089784	11090384
1	11160000	11160600
1	11201394	11201994
1	11224053	11224653
